Lead Number,Prospect ID,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
598065,9283afc6-4b8b-45c5-ad5a-bfe39de71493,Landing Page Submission,Google,No,No,0,2.0,252,2.0,Form Submitted on Website,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
598058,2cff5855-e095-4c1f-99fc-198887c240e2,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Opened
598042,a8e5b4e5-7e56-4957-87ac-77cb0dbe936e,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
598037,82c74c17-1da4-4877-9375-174e7b753897,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Opened
598020,52a3d5c4-7a0d-44f2-85a9-1a62d81cb44a,Lead Add Form,Reference,No,No,1,7.0,1052,2.33,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,Email Opened
598010,7e012223-a7a2-40a9-b8b7-33a68bc35d2f,API,Olark Chat,No,No,1,10.0,1156,3.33,Email Opened,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
598004,606a7ede-8418-4712-af22-7195a80bbbc1,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Mumbai,No,No,Modified
598002,6fefb2bb-f736-4b0c-9741-e02c8b1a2655,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
597996,56ef056a-92a4-4cc1-a0f3-f8baf8298d1f,API,Organic Search,No,No,1,6.0,1181,2.0,SMS Sent,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
597984,6336e059-5477-4792-93ed-3b844415f662,Landing Page Submission,Organic Search,No,No,0,7.0,212,3.5,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
597982,9b6362dd-9226-4fd2-bb97-9f3b211db07b,Landing Page Submission,Organic Search,No,No,1,12.0,1805,3.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
597968,35d0f83c-d503-48bb-8250-65e329b55e14,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities,No,No,Email Opened
597966,db4b25d3-0c69-4f4e-81dd-69b1ea1ac485,API,Google,No,No,0,3.0,320,3.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
597963,ed7e9d20-2149-4e3d-9077-fb0e6636890b,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
597956,5e854227-abbd-4871-9346-9ea5d8321654,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Modified
597954,2dac5325-f9c3-43f4-9387-d4e117857a0e,Landing Page Submission,Direct Traffic,No,No,0,2.0,142,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Cities of Maharashtra,No,Yes,Email Opened
597945,eb033b66-ffee-492c-8623-c92286ff4f1d,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Email Opened
597943,a66dbec5-1e7c-4498-ae19-375f7f7aa1f9,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Mumbai,No,No,Email Opened
597925,3952add0-c738-4302-b16d-7b53f944d533,Landing Page Submission,Direct Traffic,No,No,1,2.0,64,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
597919,bf1274fe-c590-495b-9059-827c4b23a0ac,Landing Page Submission,Direct Traffic,No,No,0,1.0,262,1.0,Converted to Lead,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Modified
597917,c36cf66e-4b61-4671-b41f-9c7d0fb32b4b,API,Google,No,No,0,5.0,1037,5.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
597909,f7628523-c442-4c63-bd68-a494bde20f48,Landing Page Submission,Google,No,No,0,3.0,1489,3.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
597906,dae94702-9862-41f1-84e9-ab5084d5bb81,Landing Page Submission,Organic Search,No,No,1,8.0,924,4.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
597904,726b6893-2fac-43fe-a146-cb3665429e13,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
597897,c44f19a4-2060-45b9-ae47-c6b8303f300e,Landing Page Submission,Organic Search,No,No,1,4.0,1078,1.33,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,No,Yes,SMS Sent
597890,01cb6c3a-4870-4d8e-ab0c-0ec09dfa08bb,Landing Page Submission,Direct Traffic,No,No,0,4.0,432,4.0,Email Opened,India,Marketing Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Opened
597889,72282867-c336-4437-8f2b-74a57bef98b9,Landing Page Submission,Direct Traffic,No,No,0,12.0,277,2.4,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,No,Page Visited on Website
597873,2970bd94-3b47-4b52-8b45-4b07e18b7e1b,Landing Page Submission,Google,No,No,0,3.0,87,3.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
597861,3adc0a9b-5d25-4472-82ea-e36ca3e25d3b,Landing Page Submission,Direct Traffic,No,No,1,2.0,1112,2.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
597857,d7e7b4e7-cc0d-4598-a0b5-d75dd59c5306,API,Google,No,No,0,2.0,96,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
597853,f838cf9b-a88c-42de-9709-57dbde489dd2,Landing Page Submission,Direct Traffic,No,No,0,2.0,479,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Tier II Cities,No,No,Email Opened
597849,75fdc020-2c39-44fe-8e25-3e7441341e9d,Landing Page Submission,Organic Search,No,No,0,6.0,397,6.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
597846,db732a36-e3c4-4dad-bfda-73e1897672fd,Landing Page Submission,Google,No,No,0,8.0,233,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Email Opened
597841,0ed158ed-ea49-4302-8f55-22d9979cd68d,API,Organic Search,No,No,0,9.0,1932,9.0,Olark Chat Conversation,India,E-Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Other Cities,No,Yes,Modified
597829,05dbdffe-ed15-41ac-a783-095424556cec,Landing Page Submission,Direct Traffic,No,No,1,2.0,1876,2.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,No,Yes,SMS Sent
597819,4db304cb-5b97-4e52-87db-38bdb048e683,API,Olark Chat,No,No,1,3.0,1110,1.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,No,Yes,Email Opened
597789,40a7bd51-7143-46e8-883a-20d90da83131,Landing Page Submission,Direct Traffic,No,No,0,4.0,469,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities of Maharashtra,No,No,Modified
597776,1120bef2-80bb-4d9c-8ce1-dc3948fa6ede,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,Mumbai,No,No,Email Opened
597769,27b23938-b030-4c63-9216-b2aed2bc6c26,Landing Page Submission,Google,No,No,0,2.0,212,2.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Other Metro Cities,No,No,SMS Sent
597759,b1af9568-580b-4daf-9c91-2f9ddfedf74a,Landing Page Submission,Organic Search,No,No,0,5.0,912,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Other Cities,No,No,Email Opened
597749,ed63287d-3420-47ab-bb29-340789d77240,Landing Page Submission,Organic Search,Yes,No,0,11.0,319,11.0,Email Bounced,India,E-COMMERCE,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Other Metro Cities,No,No,Modified
597725,c8d1f96d-cdd1-4173-b837-cca639ca77d2,API,Google,No,No,1,3.0,832,1.5,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,No,Email Opened
597723,c3a08037-b856-42b4-bdb0-5f5cf4ec3aa1,Landing Page Submission,Organic Search,No,No,1,6.0,1259,6.0,SMS Sent,India,Healthcare Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
597718,21ec0362-4ea8-4d3c-8918-3cebf1426ed5,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,Email Opened
597708,6067e464-c849-4443-862e-947b8ae44658,Landing Page Submission,Direct Traffic,No,No,1,3.0,122,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities of Maharashtra,No,Yes,Email Opened
597687,207aaf73-a121-41b8-96bb-b0d5c38e7a7b,Landing Page Submission,Direct Traffic,No,No,0,4.0,487,1.33,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Email Opened
597680,b13a90a4-633a-4e47-a397-d82b3dc90a61,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
597663,0800fa88-f505-4dea-9ae1-d2061ff7b078,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1438,2.0,Page Visited on Website,United Arab Emirates,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Other Cities,No,Yes,Page Visited on Website
597646,9ed4d32d-1fe1-47e8-9c85-60c4396b4e61,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,384,1.0,Email Bounced,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
597640,c692e082-ed26-4e21-aa3f-e2c8dbded049,Landing Page Submission,Direct Traffic,No,No,1,6.0,1477,6.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Email Opened
597627,2e4a3b72-9aff-4050-98cf-93235b411f49,Landing Page Submission,Direct Traffic,No,No,0,3.0,7,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Other Metro Cities,No,Yes,SMS Sent
597625,ed68207b-2528-4cd0-9c4c-af7f23ef95ad,Landing Page Submission,Direct Traffic,No,No,0,3.0,956,1.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
597623,68eef08f-ee95-4a12-a1ee-0f9f26a86879,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
597621,494ce0db-62dd-4dfc-84a9-47c302670d30,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
597599,560f8659-0a48-4e49-a540-aff11e4f94a0,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,54,1.5,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Page Visited on Website
597579,57c557f0-f373-4468-affb-3ed5a03ea47c,API,Organic Search,No,No,1,24.0,1527,24.0,Page Visited on Website,unknown,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
597575,40621e3d-65ef-4e9e-9ddc-b7dc9daf6d27,Landing Page Submission,Direct Traffic,No,No,0,3.0,270,3.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,Other Metro Cities,No,Yes,SMS Sent
597573,5fd4ea2d-97fa-4022-b505-5f8dbd40fe41,Landing Page Submission,Direct Traffic,No,No,1,2.0,1258,2.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
597563,91688934-c701-4b97-8eec-aec0bf6ce7d9,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
597540,6b5e504c-bc6a-4d1c-8821-291c6ba00650,Landing Page Submission,Organic Search,Yes,No,0,6.0,137,6.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Thane & Outskirts,No,No,Modified
597516,dd045082-a936-40ee-88e9-223e605cc40a,API,Google,No,No,1,2.0,1416,1.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
597513,6c7af295-b2f5-4407-8534-78dfebd429ef,Landing Page Submission,Direct Traffic,No,No,1,16.0,1226,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,Email Opened
597477,beffed9c-5494-4eb0-93b1-fbf6b2413c4a,Landing Page Submission,Google,No,No,1,11.0,332,2.75,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
597470,e52faecb-515c-4ab7-8dd5-d0743bf47ee2,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,104,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities of Maharashtra,No,Yes,SMS Sent
597466,7a859235-9c16-4a92-b0bb-63ea8dd9bb6c,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
597458,23dd475f-788d-40a7-a566-ea68375afb38,Landing Page Submission,Direct Traffic,No,No,1,4.0,1119,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
597452,7140593f-c27f-46d1-a3c7-f71f8c974dc8,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,1237,1.0,Email Bounced,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Tier II Cities,No,Yes,Modified
597443,13d6aec8-2bf6-4fb0-8d1f-7e35ecf960fc,API,Google,No,No,0,2.0,247,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
597438,503104bf-12ad-4228-bef9-233fd42db26b,Landing Page Submission,Organic Search,No,No,1,15.0,1205,3.75,SMS Sent,India,Rural and Agribusiness,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,SMS Sent
597417,0d149b0d-98c9-4311-a7dc-1d58b89c33a3,Landing Page Submission,Google,No,No,0,4.0,434,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
597415,caa08729-ae20-4bdb-a9c7-f3db02a6612c,Landing Page Submission,Direct Traffic,No,No,0,2.0,10,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,Yes,Email Opened
597393,d33b7979-8979-4c91-aeae-86707e0efa32,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
597388,03aee2bc-4602-444a-bf90-a6b824827fd2,Landing Page Submission,Organic Search,No,No,1,7.0,1780,7.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
597346,12e7cff8-c600-4926-b881-6ee50a1d3d72,API,Google,No,No,0,2.0,1210,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
597343,4105dd07-f178-4978-ad10-5d4b141be05d,API,Google,No,No,1,2.0,208,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
597338,ae65e01f-c585-4127-8382-00d921395cf2,Landing Page Submission,Google,No,No,1,4.0,1549,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Thane & Outskirts,No,No,Modified
597334,7ccc71c8-d9fb-4a15-836e-87a8e9af1e5b,Landing Page Submission,Direct Traffic,No,No,0,11.0,420,5.5,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Other Cities,No,Yes,Email Opened
